ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion,Marriage_Type_Encoded,Gender_Encoded,Education_Level_Encoded,Caste_Match_Encoded,Religion_Encoded,Parental_Approval_Encoded,Dowry_Exchanged_Encoded,Marital_Satisfaction_Encoded,Divorce_Status_Encoded,Income_Level_Encoded,Spouse_Working_Encoded,Inter-Caste_Encoded,Inter-Religion_Encoded
7697,Arranged,30,Male,Postgraduate,Different,Others,Yes,Urban,No,Medium,No,3,Middle,14,No,No,No,0,1,2,0,3,2,0,2,0,2,0,0,0
7698,Arranged,35,Male,School,Same,Muslim,Partial,Urban,No,Medium,No,3,Low,36,No,Yes,No,0,1,3,1,2,1,0,2,0,1,0,1,0
7699,Arranged,33,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,5,Low,37,No,No,Yes,0,1,0,1,1,2,0,2,0,1,0,0,1
7700,Arranged,23,Female,Graduate,Different,Muslim,Yes,Urban,No,Medium,Yes,3,Low,44,Yes,No,No,0,0,0,0,2,2,0,2,1,1,1,0,0
7701,Arranged,33,Female,Postgraduate,Same,Hindu,Yes,Urban,Not Disclosed,High,No,2,Low,8,No,Yes,No,0,0,2,1,1,2,1,0,0,1,0,1,0
7702,Arranged,28,Male,School,Different,Sikh,Partial,Rural,No,High,No,5,High,1,No,No,Yes,0,1,3,0,4,1,0,0,0,0,0,0,1
7703,Arranged,37,Female,School,Same,Hindu,No,Urban,Not Disclosed,High,Yes,5,Middle,15,Yes,No,No,0,0,3,1,1,0,1,0,1,2,1,0,0
7704,Arranged,26,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,5,High,11,Yes,No,No,0,1,2,1,1,2,2,2,0,0,1,0,0
7705,Arranged,30,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,4,Low,39,No,No,No,0,0,3,1,2,2,0,2,0,1,0,0,0
7706,Arranged,30,Female,Postgraduate,Different,Muslim,Yes,Urban,No,Low,No,3,Low,6,No,No,Yes,0,0,2,0,2,2,0,1,0,1,0,0,1
7707,Arranged,22,Female,School,Same,Sikh,Yes,Rural,No,High,No,3,Middle,18,No,No,No,0,0,3,1,4,2,0,0,0,2,0,0,0
7708,Arranged,39,Male,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,Low,No,4,Low,32,Yes,Yes,No,0,1,0,1,1,2,1,1,0,1,1,1,0
7709,Arranged,31,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,Yes,5,Middle,40,Yes,No,No,0,0,0,1,1,2,2,2,1,2,1,0,0
7710,Arranged,24,Male,School,Same,Christian,Yes,Rural,No,High,No,2,High,15,No,Yes,No,0,1,3,1,0,2,0,0,0,0,0,1,0
7711,Arranged,21,Female,School,Same,Hindu,Yes,Urban,No,High,No,0,Middle,26,Yes,No,No,0,0,3,1,1,2,0,0,0,2,1,0,0
7712,Love,36,Female,Graduate,Same,Hindu,No,Urban,No,Medium,No,1,Middle,16,No,Yes,No,1,0,0,1,1,0,0,2,0,2,0,1,0
7713,Love,30,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,1,Middle,42,Yes,No,No,1,0,2,1,1,2,0,1,0,2,1,0,0
7714,Love,27,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,4,Middle,34,Yes,No,No,1,0,3,1,1,2,2,0,0,2,1,0,0
7715,Arranged,22,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,1,High,32,Yes,No,No,0,0,0,1,1,2,0,2,0,0,1,0,0
7716,Arranged,33,Female,Graduate,Different,Others,Yes,Rural,Yes,Medium,No,5,Low,5,No,No,Yes,0,0,0,0,3,2,2,2,0,1,0,0,1
7717,Love,37,Female,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,5,Middle,7,Yes,No,No,1,0,2,1,1,2,1,0,0,2,1,0,0
7718,Arranged,39,Female,School,Same,Hindu,Partial,Urban,Yes,Medium,Yes,3,Middle,33,Yes,No,No,0,0,3,1,1,1,2,2,1,2,1,0,0
7719,Love,18,Female,Graduate,Same,Christian,Yes,Urban,Yes,Low,No,2,Middle,44,No,No,No,1,0,0,1,0,2,2,1,0,2,0,0,0
7720,Arranged,29,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,2,Low,8,No,Yes,No,0,0,3,1,1,2,0,2,0,1,0,1,0
7721,Arranged,21,Male,School,Different,Hindu,Partial,Urban,Yes,Medium,No,0,Middle,31,No,No,No,0,1,3,0,1,1,2,2,0,2,0,0,0
7722,Love,19,Female,Graduate,Different,Hindu,Yes,Urban,No,Low,No,5,Low,3,Yes,No,No,1,0,0,0,1,2,0,1,0,1,1,0,0
7723,Arranged,28,Male,Graduate,Different,Muslim,Yes,Urban,No,Medium,No,1,Middle,20,Yes,Yes,No,0,1,0,0,2,2,0,2,0,2,1,1,0
7724,Love,29,Female,School,Different,Others,Yes,Urban,Yes,High,No,3,Low,5,No,Yes,No,1,0,3,0,3,2,2,0,0,1,0,1,0
7725,Arranged,23,Male,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,No,5,Middle,33,Yes,No,No,0,1,2,0,1,2,0,2,0,2,1,0,0
7726,Arranged,24,Female,School,Different,Sikh,Partial,Urban,No,Low,No,2,Middle,25,Yes,No,Yes,0,0,3,0,4,1,0,1,0,2,1,0,1
7727,Love,27,Male,Graduate,Different,Hindu,Partial,Urban,No,Low,No,1,Low,21,Yes,No,No,1,1,0,0,1,1,0,1,0,1,1,0,0
7728,Arranged,26,Male,School,Same,Hindu,Partial,Urban,No,Low,No,0,High,9,Yes,Yes,No,0,1,3,1,1,1,0,1,0,0,1,1,0
7729,Arranged,22,Male,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,4,Low,4,Yes,Yes,Yes,0,1,0,1,2,2,0,2,0,1,1,1,1
7730,Arranged,18,Male,School,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,46,Yes,No,No,0,1,3,1,1,2,0,2,0,2,1,0,0
7731,Love,19,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,0,Middle,2,Yes,Yes,Yes,1,0,2,1,1,2,0,1,0,2,1,1,1
7732,Arranged,35,Male,School,Same,Hindu,Partial,Urban,Not Disclosed,Low,No,4,Low,49,Yes,Yes,No,0,1,3,1,1,1,1,1,0,1,1,1,0
7733,Love,34,Male,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,No,5,Low,38,Yes,No,No,1,1,2,1,2,2,0,2,0,1,1,0,0
7734,Arranged,24,Female,Postgraduate,Different,Hindu,Yes,Urban,Yes,Medium,No,3,Low,37,No,No,No,0,0,2,0,1,2,2,2,0,1,0,0,0
7735,Arranged,28,Male,Postgraduate,Same,Muslim,Yes,Rural,Yes,Medium,No,0,Low,20,Yes,No,No,0,1,2,1,2,2,2,2,0,1,1,0,0
7736,Arranged,27,Female,School,Same,Others,Yes,Urban,No,Medium,Yes,1,Low,26,No,No,Yes,0,0,3,1,3,2,0,2,1,1,0,0,1
7737,Arranged,33,Female,PhD,Same,Muslim,Yes,Urban,Yes,Medium,No,4,Middle,10,Yes,No,No,0,0,1,1,2,2,2,2,0,2,1,0,0
7738,Arranged,26,Female,School,Same,Hindu,Yes,Rural,No,Medium,No,2,Low,30,No,No,No,0,0,3,1,1,2,0,2,0,1,0,0,0
7739,Arranged,24,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,0,Middle,36,Yes,No,No,0,1,2,1,1,2,0,2,0,2,1,0,0
7740,Arranged,25,Male,Postgraduate,Same,Muslim,Partial,Urban,Yes,Medium,Yes,4,Low,35,Yes,No,No,0,1,2,1,2,1,2,2,1,1,1,0,0
7741,Love,34,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,Yes,5,Low,14,Yes,No,Yes,1,0,0,1,1,2,0,2,1,1,1,0,1
7742,Arranged,21,Female,Postgraduate,Different,Hindu,Yes,Rural,No,Medium,Yes,5,Low,47,Yes,No,Yes,0,0,2,0,1,2,0,2,1,1,1,0,1
7743,Love,21,Female,Graduate,Different,Muslim,Yes,Rural,No,Medium,No,3,Low,48,Yes,No,Yes,1,0,0,0,2,2,0,2,0,1,1,0,1
7744,Arranged,20,Female,PhD,Same,Hindu,Yes,Urban,No,High,No,3,Middle,17,Yes,No,No,0,0,1,1,1,2,0,0,0,2,1,0,0
7745,Love,28,Female,Postgraduate,Different,Muslim,Yes,Urban,Yes,High,No,1,High,4,Yes,Yes,Yes,1,0,2,0,2,2,2,0,0,0,1,1,1
7746,Love,21,Male,Graduate,Same,Muslim,Partial,Urban,No,High,No,1,High,33,No,Yes,No,1,1,0,1,2,1,0,0,0,0,0,1,0
7747,Love,18,Male,Postgraduate,Same,Christian,Yes,Urban,No,High,No,1,High,21,Yes,No,No,1,1,2,1,0,2,0,0,0,0,1,0,0
7748,Arranged,22,Male,Graduate,Same,Muslim,Partial,Rural,No,Medium,No,2,Low,34,Yes,No,No,0,1,0,1,2,1,0,2,0,1,1,0,0
7749,Love,34,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,Low,4,Yes,No,Yes,1,1,0,1,1,2,0,0,0,1,1,0,1
7750,Arranged,28,Female,PhD,Same,Christian,Yes,Urban,No,High,No,0,High,6,Yes,No,No,0,0,1,1,0,2,0,0,0,0,1,0,0
7751,Arranged,30,Male,School,Same,Muslim,Yes,Rural,No,Medium,No,0,Middle,33,Yes,No,Yes,0,1,3,1,2,2,0,2,0,2,1,0,1
7752,Love,36,Male,Graduate,Same,Christian,Yes,Rural,No,High,No,4,Middle,16,No,No,No,1,1,0,1,0,2,0,0,0,2,0,0,0
7753,Arranged,22,Male,School,Same,Hindu,Yes,Rural,No,Low,No,2,Middle,46,Yes,No,Yes,0,1,3,1,1,2,0,1,0,2,1,0,1
7754,Arranged,22,Female,Postgraduate,Same,Muslim,Yes,Urban,Not Disclosed,High,No,3,High,38,No,Yes,No,0,0,2,1,2,2,1,0,0,0,0,1,0
7755,Arranged,18,Female,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,0,Middle,41,Yes,No,Yes,0,0,1,1,1,2,2,1,0,2,1,0,1
7756,Arranged,21,Male,Postgraduate,Same,Muslim,Yes,Rural,No,High,No,0,Middle,41,Yes,Yes,No,0,1,2,1,2,2,0,0,0,2,1,1,0
7757,Love,25,Female,PhD,Same,Christian,Partial,Rural,Yes,Low,No,5,Low,15,Yes,No,No,1,0,1,1,0,1,2,1,0,1,1,0,0
7758,Arranged,24,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Low,3,No,Yes,No,0,1,2,1,1,2,0,2,0,1,0,1,0
7759,Love,24,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,31,Yes,Yes,No,1,0,0,1,1,2,0,2,0,2,1,1,0
7760,Love,33,Female,Graduate,Same,Hindu,Yes,Urban,No,High,Yes,4,Low,24,Yes,No,No,1,0,0,1,1,2,0,0,1,1,1,0,0
7761,Arranged,35,Male,School,Same,Hindu,No,Urban,No,Medium,No,4,Middle,33,No,Yes,No,0,1,3,1,1,0,0,2,0,2,0,1,0
7762,Love,29,Male,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,5,Low,28,No,No,Yes,1,1,0,1,1,1,0,2,0,1,0,0,1
7763,Love,35,Male,Postgraduate,Different,Hindu,Yes,Urban,No,High,No,5,Middle,35,Yes,No,No,1,1,2,0,1,2,0,0,0,2,1,0,0
7764,Arranged,30,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,49,No,Yes,No,0,1,0,0,1,2,0,2,0,2,0,1,0
7765,Arranged,19,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,36,No,Yes,No,0,1,0,1,1,2,0,2,0,2,0,1,0
7766,Love,27,Male,Graduate,Same,Muslim,Yes,Urban,Not Disclosed,Low,No,1,Low,35,Yes,Yes,No,1,1,0,1,2,2,1,1,0,1,1,1,0
7767,Arranged,21,Male,Graduate,Different,Christian,Yes,Rural,No,High,No,1,Middle,14,No,No,No,0,1,0,0,0,2,0,0,0,2,0,0,0
7768,Arranged,26,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Low,No,1,Middle,19,No,No,No,0,1,2,1,1,2,2,1,0,2,0,0,0
7769,Arranged,35,Female,School,Same,Hindu,Yes,Urban,No,Medium,No,4,High,1,Yes,No,No,0,0,3,1,1,2,0,2,0,0,1,0,0
7770,Arranged,39,Female,School,Same,Hindu,Yes,Urban,No,Low,No,1,Middle,30,Yes,Yes,No,0,0,3,1,1,2,0,1,0,2,1,1,0
7771,Love,26,Female,Graduate,Same,Others,Yes,Rural,No,Medium,No,4,Low,23,Yes,No,Yes,1,0,0,1,3,2,0,2,0,1,1,0,1
7772,Love,27,Male,School,Different,Muslim,Partial,Urban,Yes,High,No,3,Middle,46,No,Yes,No,1,1,3,0,2,1,2,0,0,2,0,1,0
7773,Love,18,Male,PhD,Same,Muslim,Yes,Urban,No,High,No,5,Middle,27,Yes,No,No,1,1,1,1,2,2,0,0,0,2,1,0,0
7774,Arranged,32,Male,Graduate,Same,Hindu,No,Urban,Not Disclosed,Medium,No,0,Middle,29,No,Yes,No,0,1,0,1,1,0,1,2,0,2,0,1,0
7775,Arranged,33,Female,Postgraduate,Same,Muslim,Yes,Rural,Yes,Low,No,1,Low,33,Yes,No,Yes,0,0,2,1,2,2,2,1,0,1,1,0,1
7776,Love,37,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,0,Low,13,Yes,No,No,1,0,2,1,1,2,2,2,0,1,1,0,0
7777,Arranged,32,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Medium,No,0,High,39,Yes,No,No,0,0,2,1,2,2,0,2,0,0,1,0,0
7778,Arranged,30,Female,PhD,Same,Christian,Yes,Rural,No,Medium,No,1,High,17,Yes,No,No,0,0,1,1,0,2,0,2,0,0,1,0,0
7779,Love,19,Female,PhD,Same,Muslim,Yes,Urban,No,Medium,Yes,0,Low,4,No,Yes,Yes,1,0,1,1,2,2,0,2,1,1,0,1,1
7780,Arranged,32,Male,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,3,High,36,Yes,No,No,0,1,0,1,1,2,2,2,0,0,1,0,0
7781,Arranged,23,Female,School,Same,Hindu,Partial,Urban,Yes,High,No,0,High,41,No,No,No,0,0,3,1,1,1,2,0,0,0,0,0,0
7782,Arranged,37,Female,School,Same,Others,Yes,Rural,No,Medium,Yes,3,Low,47,Yes,No,No,0,0,3,1,3,2,0,2,1,1,1,0,0
7783,Love,36,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,34,No,No,No,1,0,0,1,1,2,2,2,0,2,0,0,0
7784,Arranged,25,Female,School,Same,Hindu,Yes,Urban,Yes,High,No,5,Middle,4,Yes,No,No,0,0,3,1,1,2,2,0,0,2,1,0,0
7785,Arranged,33,Female,Graduate,Different,Christian,Partial,Urban,Not Disclosed,High,No,3,High,49,No,No,No,0,0,0,0,0,1,1,0,0,0,0,0,0
7786,Arranged,33,Male,School,Different,Muslim,Yes,Rural,No,High,No,4,High,2,No,Yes,No,0,1,3,0,2,2,0,0,0,0,0,1,0
7787,Love,38,Female,Graduate,Same,Christian,Partial,Urban,No,High,No,1,High,34,No,No,No,1,0,0,1,0,1,0,0,0,0,0,0,0
7788,Love,34,Female,Graduate,Different,Hindu,Partial,Rural,Yes,High,No,1,Low,20,Yes,No,No,1,0,0,0,1,1,2,0,0,1,1,0,0
7789,Arranged,37,Male,Graduate,Same,Sikh,Yes,Rural,Yes,Medium,No,1,Middle,49,Yes,Yes,Yes,0,1,0,1,4,2,2,2,0,2,1,1,1
7790,Arranged,37,Male,School,Same,Hindu,No,Urban,Yes,Low,No,2,High,5,Yes,Yes,No,0,1,3,1,1,0,2,1,0,0,1,1,0
7791,Love,38,Female,Graduate,Same,Others,No,Rural,No,Medium,Yes,3,Middle,3,Yes,No,No,1,0,0,1,3,0,0,2,1,2,1,0,0
7792,Love,31,Female,Postgraduate,Same,Hindu,Partial,Urban,No,Medium,Yes,3,High,5,No,No,No,1,0,2,1,1,1,0,2,1,0,0,0,0
7793,Arranged,21,Female,School,Different,Hindu,Yes,Urban,No,Medium,No,4,Low,6,No,No,No,0,0,3,0,1,2,0,2,0,1,0,0,0
7794,Arranged,25,Male,Postgraduate,Same,Hindu,No,Urban,Yes,Medium,No,3,Middle,5,No,No,Yes,0,1,2,1,1,0,2,2,0,2,0,0,1
7795,Arranged,24,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,High,48,No,No,Yes,0,0,2,1,1,2,0,2,0,0,0,0,1
7796,Arranged,38,Male,School,Different,Muslim,Partial,Rural,No,Medium,No,0,Middle,48,No,No,No,0,1,3,0,2,1,0,2,0,2,0,0,0
7797,Arranged,39,Male,Postgraduate,Different,Sikh,Partial,Urban,Yes,Medium,No,1,High,43,No,No,No,0,1,2,0,4,1,2,2,0,0,0,0,0
7798,Arranged,21,Female,Graduate,Same,Others,Yes,Urban,No,Medium,No,3,High,37,Yes,Yes,No,0,0,0,1,3,2,0,2,0,0,1,1,0
7799,Arranged,34,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Middle,25,Yes,No,No,0,0,0,0,1,2,0,2,0,2,1,0,0
7800,Arranged,21,Male,Graduate,Different,Muslim,Yes,Rural,No,High,No,1,Middle,46,Yes,No,No,0,1,0,0,2,2,0,0,0,2,1,0,0
7801,Arranged,22,Female,Graduate,Different,Muslim,No,Urban,Yes,Medium,No,0,Middle,42,No,No,No,0,0,0,0,2,0,2,2,0,2,0,0,0
7802,Arranged,36,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,2,Middle,45,Yes,Yes,No,0,1,0,1,1,2,0,2,0,2,1,1,0
7803,Arranged,32,Female,Graduate,Same,Hindu,No,Rural,No,Low,No,3,Middle,45,Yes,No,No,0,0,0,1,1,0,0,1,0,2,1,0,0
7804,Love,19,Female,Graduate,Different,Muslim,Partial,Urban,Yes,Medium,No,3,Low,13,Yes,Yes,No,1,0,0,0,2,1,2,2,0,1,1,1,0
7805,Love,34,Male,Postgraduate,Same,Muslim,Yes,Rural,No,Low,No,1,Low,30,Yes,No,No,1,1,2,1,2,2,0,1,0,1,1,0,0
7806,Arranged,30,Male,School,Same,Muslim,Partial,Urban,No,High,No,4,Middle,29,Yes,No,No,0,1,3,1,2,1,0,0,0,2,1,0,0
7807,Arranged,39,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,High,No,3,Middle,48,Yes,No,No,0,0,2,1,1,2,2,0,0,2,1,0,0
7808,Love,25,Male,Graduate,Different,Muslim,Partial,Urban,No,Medium,No,5,Middle,28,No,Yes,Yes,1,1,0,0,2,1,0,2,0,2,0,1,1
7809,Love,29,Female,Graduate,Different,Hindu,Partial,Urban,No,High,Yes,1,Middle,4,No,Yes,No,1,0,0,0,1,1,0,0,1,2,0,1,0
7810,Arranged,19,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,3,High,10,Yes,No,No,0,0,3,1,2,2,0,2,0,0,1,0,0
7811,Arranged,18,Male,PhD,Same,Hindu,Yes,Rural,Yes,Medium,No,2,Middle,11,Yes,No,No,0,1,1,1,1,2,2,2,0,2,1,0,0
7812,Love,32,Male,School,Different,Hindu,Partial,Urban,Yes,High,No,1,Middle,23,No,No,No,1,1,3,0,1,1,2,0,0,2,0,0,0
7813,Arranged,25,Male,School,Same,Sikh,Yes,Urban,Not Disclosed,Low,No,1,Middle,33,Yes,No,No,0,1,3,1,4,2,1,1,0,2,1,0,0
7814,Arranged,27,Male,Graduate,Same,Others,Yes,Urban,Yes,Low,Yes,2,Middle,3,No,No,No,0,1,0,1,3,2,2,1,1,2,0,0,0
7815,Arranged,26,Male,School,Different,Muslim,Yes,Rural,Yes,High,No,5,Middle,4,Yes,No,No,0,1,3,0,2,2,2,0,0,2,1,0,0
7816,Arranged,28,Male,Graduate,Same,Christian,Yes,Urban,No,Medium,No,4,Middle,31,No,Yes,No,0,1,0,1,0,2,0,2,0,2,0,1,0
7817,Love,27,Female,School,Different,Hindu,Yes,Urban,Yes,High,No,4,Low,6,Yes,Yes,No,1,0,3,0,1,2,2,0,0,1,1,1,0
7818,Love,27,Female,Postgraduate,Different,Christian,No,Urban,No,High,No,3,Middle,29,Yes,Yes,No,1,0,2,0,0,0,0,0,0,2,1,1,0
7819,Arranged,27,Female,Graduate,Same,Christian,No,Rural,Yes,High,No,4,Middle,3,No,No,No,0,0,0,1,0,0,2,0,0,2,0,0,0
7820,Love,20,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Low,37,No,No,No,1,1,0,0,1,2,0,2,0,1,0,0,0
7821,Love,24,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Middle,48,Yes,No,Yes,1,0,0,1,1,2,2,2,0,2,1,0,1
7822,Arranged,32,Male,School,Same,Hindu,Yes,Rural,No,Medium,No,3,High,31,Yes,No,No,0,1,3,1,1,2,0,2,0,0,1,0,0
7823,Love,26,Female,Graduate,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,5,Middle,16,No,No,No,1,0,0,0,1,2,1,2,0,2,0,0,0
7824,Arranged,26,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,High,1,Yes,No,No,0,0,0,1,1,2,0,0,0,0,1,0,0
7825,Love,37,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,5,Low,25,Yes,Yes,No,1,1,2,1,1,2,0,1,0,1,1,1,0
7826,Love,27,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,3,Low,10,Yes,No,No,1,0,2,0,1,2,0,2,0,1,1,0,0
7827,Arranged,23,Male,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,1,High,5,No,Yes,No,0,1,0,1,1,1,0,2,0,0,0,1,0
7828,Arranged,28,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,2,Middle,22,No,Yes,No,0,0,0,1,1,2,0,1,0,2,0,1,0
7829,Arranged,20,Female,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,1,Middle,3,No,No,No,0,0,3,1,1,2,1,2,0,2,0,0,0
7830,Love,22,Male,Graduate,Same,Hindu,Partial,Rural,Yes,Medium,No,2,High,47,Yes,No,No,1,1,0,1,1,1,2,2,0,0,1,0,0
7831,Arranged,39,Female,Graduate,Same,Muslim,Partial,Urban,Yes,High,No,1,Middle,16,Yes,No,No,0,0,0,1,2,1,2,0,0,2,1,0,0
7832,Love,31,Female,Graduate,Same,Muslim,No,Urban,No,Medium,No,3,Middle,4,Yes,No,No,1,0,0,1,2,0,0,2,0,2,1,0,0
7833,Arranged,22,Male,School,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,Low,1,Yes,No,No,0,1,3,1,1,2,1,2,0,1,1,0,0
7834,Arranged,22,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,3,Middle,33,No,No,No,0,1,0,1,1,2,0,2,0,2,0,0,0
7835,Arranged,20,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Medium,No,2,Low,24,No,No,No,0,1,2,1,1,2,2,2,0,1,0,0,0
7836,Love,34,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Low,No,4,High,3,Yes,Yes,No,1,0,2,1,1,2,0,1,0,0,1,1,0
7837,Arranged,38,Male,Graduate,Same,Hindu,Yes,Rural,Yes,High,No,0,Low,14,Yes,No,Yes,0,1,0,1,1,2,2,0,0,1,1,0,1
7838,Arranged,32,Male,Graduate,Different,Hindu,No,Rural,No,Medium,No,4,High,36,Yes,No,No,0,1,0,0,1,0,0,2,0,0,1,0,0
7839,Love,27,Male,Graduate,Same,Muslim,Partial,Urban,No,Medium,No,5,Low,8,Yes,No,No,1,1,0,1,2,1,0,2,0,1,1,0,0
7840,Love,21,Male,Postgraduate,Same,Hindu,No,Urban,Yes,Medium,No,0,Middle,22,No,No,Yes,1,1,2,1,1,0,2,2,0,2,0,0,1
7841,Arranged,34,Female,PhD,Same,Hindu,No,Urban,Yes,Medium,No,0,High,42,No,No,No,0,0,1,1,1,0,2,2,0,0,0,0,0
7842,Love,34,Female,School,Different,Sikh,Yes,Urban,No,Medium,No,0,Low,35,No,Yes,No,1,0,3,0,4,2,0,2,0,1,0,1,0
7843,Love,19,Female,PhD,Different,Hindu,Yes,Rural,No,Medium,No,1,High,39,Yes,Yes,No,1,0,1,0,1,2,0,2,0,0,1,1,0
7844,Love,21,Female,Graduate,Same,Christian,Yes,Urban,No,High,No,3,High,7,Yes,Yes,No,1,0,0,1,0,2,0,0,0,0,1,1,0
7845,Arranged,33,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,Middle,15,No,Yes,No,0,1,0,1,1,2,0,0,0,2,0,1,0
7846,Love,29,Female,Graduate,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,4,Middle,6,Yes,No,No,1,0,0,0,1,2,1,2,0,2,1,0,0
7847,Love,30,Female,PhD,Different,Muslim,Yes,Urban,Yes,High,No,1,Middle,2,Yes,No,No,1,0,1,0,2,2,2,0,0,2,1,0,0
7848,Love,29,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,4,High,12,No,No,No,1,1,2,1,1,2,0,2,0,0,0,0,0
7849,Arranged,19,Male,Postgraduate,Same,Hindu,Yes,Urban,Yes,Low,No,1,High,19,No,No,No,0,1,2,1,1,2,2,1,0,0,0,0,0
7850,Arranged,35,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,5,Middle,11,No,No,No,0,1,2,1,1,2,0,2,0,2,0,0,0
7851,Love,38,Male,School,Same,Hindu,Yes,Rural,No,High,No,3,Middle,37,Yes,No,No,1,1,3,1,1,2,0,0,0,2,1,0,0
7852,Love,27,Male,School,Different,Others,Yes,Rural,No,High,No,1,High,49,No,No,Yes,1,1,3,0,3,2,0,0,0,0,0,0,1
7853,Arranged,26,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,0,Middle,45,No,No,No,0,1,0,0,1,2,2,2,0,2,0,0,0
7854,Love,24,Female,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,0,High,9,Yes,No,No,1,0,2,0,1,2,0,2,0,0,1,0,0
7855,Arranged,23,Male,Graduate,Different,Hindu,Partial,Urban,Yes,Medium,No,4,Low,49,No,No,No,0,1,0,0,1,1,2,2,0,1,0,0,0
7856,Arranged,24,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Low,Yes,0,Middle,8,Yes,No,Yes,0,1,2,1,1,2,0,1,1,2,1,0,1
7857,Arranged,26,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,1,Low,12,Yes,No,No,0,0,0,1,1,2,2,2,0,1,1,0,0
7858,Arranged,22,Female,School,Same,Hindu,Partial,Rural,Yes,Medium,No,4,Low,18,No,No,No,0,0,3,1,1,1,2,2,0,1,0,0,0
7859,Love,22,Male,Graduate,Same,Hindu,Partial,Urban,Yes,High,No,4,Middle,19,Yes,Yes,No,1,1,0,1,1,1,2,0,0,2,1,1,0
7860,Arranged,32,Female,Graduate,Same,Hindu,Partial,Rural,Not Disclosed,High,Yes,1,Middle,25,No,No,No,0,0,0,1,1,1,1,0,1,2,0,0,0
7861,Love,29,Female,Graduate,Same,Christian,Yes,Urban,No,High,No,1,Middle,27,No,Yes,No,1,0,0,1,0,2,0,0,0,2,0,1,0
7862,Love,33,Male,School,Different,Christian,No,Urban,Yes,Medium,No,4,Middle,32,Yes,No,No,1,1,3,0,0,0,2,2,0,2,1,0,0
